case_id,week,popwght,state,nielsen,metro,region,division,ownhome,mstatus,employ,totper,adults,kids1217,kids611,kidsless6,parent,age,age2,totalage,refage,educ,income,race,affilrot,polparty,partyln,partycomb,polviewrot,polview,regvote,sex,religion,ident,anycell,anyland,bornus,date,healthins,typeins,he2k,he2z,birt1,birt2,birt3rot,birt3,birt4,birt5rot,birt5a,birt5b,birt5c,birt6rot,birt6a,birt6b,birt6c,birt6d,birt6e,birt6f,birt7,birt8,birt9
70000238,839,1.6875,OH,B,Center City (Metro),North Central,East North Central,Owned,Married,Full-time,Three,Three, , , , ,51, ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$40,000 but less than $50,000",Mixed,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Somewhat liberal,Yes,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Never, , , , , ,AF,No, , , , ,No,Not at all concerned, ,Yes
70000239,839,2.0121,FL,B,Center City County (Metro),South,South Atlantic,Owned,"Single, living with a partner",Full-time,Four,Four, , , , ,28, ,18-29,18-29,"Some postgraduate or professional schooling, no postgraduate degree","$30,000 but less than $40,000",Other Race,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 1-5 asked,Somewhat liberal,Yes,Female,Buddhist,Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Yes,Yes,"1,5",Every time,Yes,CBA,Yes,Yes,Yes,DFBCAE,Yes,Yes,No,No,Yes,Yes,Very concerned,Very concerned,Yes
70000240,839,.5739,MI,A,Suburban (Metro),North Central,East North Central,Rented,"Single, living with a partner",Full-time,Two,Two, , , , ,32, ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Moderate,Yes,Male,Agnostic,Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Every time,Yes,CBA,Yes,Yes,Yes,FCEBDA,No,No,No,No,No,No,Somewhat concerned,Somewhat concerned,Yes
70000241,839,.8882,PA,B,Suburban (Metro),North East,Mid Atlantic,Owned,Widowed,Retired,One,One, , , , ,70, ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),Refused,White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Moderate,Yes,Female,Protestant,Cell Phone sample, ,"Yes, has a home telephone", ,200930, , , , ,No,Yes,"5,1",Every time,Yes,ABC,Yes,Yes,No,BCFAED,No,No,No,No,No,No,Very concerned,Very concerned,Yes
70000243,839,.8585,NJ,A,Center City County (Metro),North East,Mid Atlantic,Rented,"Single, that is never married",Full-time,Three,Three, , , , ,31, ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Hispanic,Democrat/Republican,An Independent,Neither/other,Independent/other,d3 5-1 asked,Somewhat liberal,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",Another Country,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Every time,Yes,ACB,No,Yes,No,FBDEAC,No,No,No,No,No,No,Somewhat concerned,Somewhat concerned,Yes
70000247,839,.8348,NJ,A,Center City (Metro),North East,Mid Atlantic,Owned,Married,Full-time,Two,Two, , , , ,30, ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 5-1 asked,Somewhat conservative,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Every time,Yes,ACB,Yes,Yes,Yes,DCBFEA,No,No,No,No,No,No,Not at all concerned,Not at all concerned,Yes
70000248,839,.5715,IL,C,Center City County (Metro),North Central,East North Central,Owned,"Single, that is never married",Full-time,One,One, , , , ,30, ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 1-5 asked,Very conservative,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,From healthcare.gov/state-specific marketplace, ,No,Yes,"1,5",Refused, , , , , ,FA,Not applicable, , , , ,No,Not at all concerned, ,Yes
70000249,839,1.5675,KS,D,Non-Metro,North Central,West North Central,Rented,"Single, that is never married",Full-time,One,One, , , , ,24, ,18-29,18-29,Two year associate degree from a college or university,"$25,000 but less than $30,000",White Non-Hispanic,Republican/Democrat,An Independent,Republican,Republican/leans Republican,d3 5-1 asked,Very conservative,Yes,Male,Agnostic,Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,Through an insurance agent or broker,Not sure,No,Yes,"1,5",Never, , , , , ,AF,No, , , , ,Not applicable,Very concerned, ,No
70000250,839,.9449,MA,A,No metro status,North East,New England,Owned,Married,Full-time,Three,Three, , , , ,50, ,50-64,45-64,"Some college, no degree (includes community college)","$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Very liberal,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Never, , , , , ,AF,No, , , , ,No,Not at all concerned, ,Yes
70000252,839,.7456,LA,D,Non-Metro,South,West South Central,Owned,Married,Full-time,Three,Two,One,None,None,Yes,37, ,30-49,30-44,"Some college, no degree (includes community college)","$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Moderate,Yes,Female,Protestant,Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Never, , , , , ,AF,No, , , , ,No,Not very concerned, ,Yes
70000254,839,2.4887,IA,C,Center City County (Metro),North Central,West North Central,Owned,Married,Retired,Two,Two, , , , ,75, ,65+,65+,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"$25,000 but less than $30,000",White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 1-5 asked,Moderate,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200930, , , , ,No,No,"5,1",Never, , , , , ,AF,No, , , , ,Yes,Not very concerned, ,Yes
70000255,839,1.6663,IL,A,No metro status,North Central,East North Central,Owned,Married,Retired,Two,Two, , , , ,73, ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"$30,000 but less than $40,000",White Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Somewhat conservative,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",Another Country,200930, , , , ,No,Not applicable/Have not looked for information on birth control,"1,5",Never, , , , , ,FA,Not applicable, , , , ,No,Very concerned, ,No
70000256,839,1.3213,IL,C,Center City (Metro),North Central,East North Central,Owned,Married,Retired,Two,Two, , , , ,55, ,50-64,45-64,High school graduate (Grade 12 with diploma or GED certificate),"$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 1-5 asked,Very conservative,Yes,Male,Protestant,Cell Phone sample, ,"Yes, has a home telephone", ,200930,"Yes, covered by health insurance",Medicare, , ,No,Not applicable/Have not looked for information on birth control,"5,1",Never, , , , , ,FA,No, , , , ,Yes,Not very concerned, ,Yes
70000258,839,1.6917,LA,B,Center City (Metro),South,West South Central,Owned,"Single, that is never married",Student,Three,Three, , , , ,24, ,18-29,18-29,Two year associate degree from a college or university,"$25,000 but less than $30,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Moderate,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Somewhere else, , ,Not applicable/Not having sex/No partner/Not able to get pregnant/get someone pregnant/respondent or partner is currentl,Yes,"5,1",Every time,Yes,ACB,Yes,Yes,Yes,EADBCF,No,No,No,No,No,No,Very concerned,Very concerned,Yes
70000259,839,2.3043,MO,C,Center City (Metro),North Central,West North Central,Owned,Married,Full-time,Four,Four, , , , ,60, ,50-64,45-64,High school graduate (Grade 12 with diploma or GED certificate),"$40,000 but less than $50,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Very liberal,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Never, , , , , ,FA,No, , , , ,No,Somewhat concerned, ,Yes
70000260,839,.4823,TX,A,Center City (Metro),South,West South Central,Owned,Married,Full-time,Four,Four, , , , ,50, ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,An Independent,Democratic,Democrat/leans Democrat,d3 1-5 asked,Moderate,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Every time,Yes,BAC,Yes,No,Yes,BCFAED,No,No,No,No,No,No,Not at all concerned,Not at all concerned,Yes
70000264,839,.706,TX,A,Center City County (Metro),South,West South Central,Rented,Refused,Full-time,Refused,Refused, , , , ,37, ,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Refused,Refused,Democrat/Republican,An Independent,Republican,Republican/leans Republican,d3 1-5 asked,Moderate,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Refused, , , , , ,AF,Refused, , , , ,Refused,Not at all concerned, ,Yes
70000265,839,.8235,IL,A,Suburban (Metro),North Central,East North Central,Rented,Married,Full-time,Three,Three, , , , ,37, ,30-49,30-44,"Some college, no degree (includes community college)","$25,000 but less than $30,000",White Non-Hispanic,Democrat/Republican,An Independent,Democratic,Democrat/leans Democrat,d3 5-1 asked,Moderate,Yes,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Every time,No,BCA,No,No,No,DFCAEB,No,No,No,No,No,No,Somewhat concerned,Somewhat concerned,Yes
70000267,839,1.4553,IL,A,Suburban (Metro),North Central,East North Central,Owned,"Single, living with a partner",Full-time,Six or more,Four,Two,None,None,Yes,40, ,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"$40,000 but less than $50,000",Refused,Democrat/Republican,An Independent,Neither/other,Independent/other,d3 5-1 asked,Somewhat liberal,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Yes,Yes,"1,5",Never, , , , , ,FA,No, , , , ,No,Not at all concerned, ,Yes
70000268,839,1.7151,TX,D,Non-Metro,South,West South Central,Owned,Married,Part-time,Two,Two, , , , ,48, ,30-49,45-64,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 1-5 asked,Very conservative,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200930,"No, not covered by health insurance", , , ,No,No,"1,5",Never, , , , , ,AF,Yes, , , , ,No,Not at all concerned, ,No
70000269,839,1.1783,MN,A,Suburban (Metro),North Central,West North Central,Owned,Married,Full-time,Four,Four, , , , ,56, ,50-64,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$150,000 to under $200,000",White Non-Hispanic,Democrat/Republican,An Independent,Democratic,Democrat/leans Democrat,d3 1-5 asked,Moderate,Yes,Female,Agnostic,Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Never, , , , , ,AF,No, , , , ,No,Very concerned, ,Yes
70000270,839,2.4273,TX,A,Center City (Metro),South,West South Central,Owned,"Single, that is never married",Student,Four,Three,One,None,None,No,19, ,18-29,18-29,Two year associate degree from a college or university,"$50,000 but less than $75,000",Black Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Female,"Orthodox (Eastern, Greek, Russian, Armenian, etc)",Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , ,No,Yes,"5,1",About half the time,Yes,CAB,Yes,Yes,Yes,AEBFCD,Yes,No,No,No,Yes,No,Very concerned,Very concerned,Yes
70000271,839,.9369,ND,D,Non-Metro,North Central,West North Central,Owned,Married,Full-time,Three,Two,One,None,None,Yes,35, ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 to under $150,000",Mixed,Democrat/Republican,An Independent,Republican,Republican/leans Republican,d3 5-1 asked,Moderate,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Somewhere else, , ,No,Yes,"1,5",Never, , , , , ,FA,No, , , , ,No,Not at all concerned, ,Yes
70000273,839,.6518,TX,B,Center City (Metro),South,West South Central,Owned,Married,Retired,Two,Two, , , , ,69, ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 to under $150,000",Unspecified Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone",United States,200930, , , , ,No,Yes,"5,1",Every time,Not applicable/Not having sex/No partner/Not using birth control, , , , ,FA,Yes, , , , ,No,Somewhat concerned,Very concerned,Yes
70000274,839,1.621,NE,D,No metro status,North Central,West North Central,Rented,"Single, living with a partner",Full-time,Six or more,Two,One,Two,One,Yes,30, ,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"$25,000 but less than $30,000",White Hispanic,Democrat/Republican,An Independent,Neither/other,Independent/other,d3 5-1 asked,Very conservative,No,Female,"Catholic, Roman Catholic",Cell phone in language, ,"No, no home telephone",Another Country,200930,"No, not covered by health insurance", , , ,No,Yes,"1,5",Almost every time,Yes,BCA,Yes,Yes,Yes,DBFCEA,No,No,No,No,No,No,Not at all concerned,Not at all concerned,Yes
70000275,839,2.2857,CO,B,Suburban (Metro),West,Mountain,Rented,Married,Retired,Two,Two, , , , ,73, ,65+,65+,"Some college, no degree (includes community college)","$15,000 but less than $25,000",Native American/American Indian/Alaska Native,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 5-1 asked,Very conservative,Yes,Female,Methodist,Cell Phone sample, ,"No, no home telephone", ,200930, , , , ,No,Yes,"1,5",Never, , , , , ,AF,No, , , , ,Yes,Very concerned, ,Yes
70000277,839,1.8299,MD,A,Suburban (Metro),South,South Atlantic,Owned,Married,Part-time,Four,Two,None,None,Two,Yes,28, ,18-29,18-29,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 to under $150,000",White Non-Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 5-1 asked,Very conservative,Yes,Female,Protestant,Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Yes,Yes,"1,5",Never, , , , , ,FA,Yes, , , , ,No,Not at all concerned, ,Yes
70000278,839,.4677,CO,D,Non-Metro,West,Mountain,Owned,Married,Full-time,Six or more,Four,One,One,One,Yes,46, ,30-49,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$100,000 to under $150,000",White Non-Hispanic,Democrat/Republican,An Independent,Republican,Republican/leans Republican,d3 1-5 asked,Somewhat conservative,Yes,Male,Seventh-Day Adventist,Cell Phone sample, ,"Yes, has a home telephone", ,200930,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , ,No,Yes,"5,1",Never, , , , , ,FA,No, , , , ,No,Not very concerned, ,Yes
70000279,839,.8691,KY,D,Non-Metro,South,East South Central,Owned,Married,Full-time,Five,Two,Two,One,None,Yes,65, ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$50,000 but less than $75,000",White Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 5-1 asked,Very conservative,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone",United States,200930, , , , ,Yes,Yes,"5,1",Never, , , , , ,AF,No, , , , ,No,Very concerned, ,Yes
70000282,839,.4079,CO,B,Suburban (Metro),West,Mountain,Rented,"Single, living with a partner",Full-time,Two,Two, , , , ,39, ,30-49,30-44,"Some college, no degree (includes community college)","$40,000 but less than $50,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Moderate,Yes,Male,Agnostic,Cell Phone sample, ,"Yes, has a home telephone", ,200930,"No, not covered by health insurance", , , ,No,Yes,"1,5",Every time,No,CBA,Yes,Yes,No,ACEDBF,No,No,No,No,No,No,Very concerned,Very concerned,Yes
70000283,839,.6959,UT,C,Center City (Metro),West,Mountain,Owned,Married,Temporarily unemployed,Two,Two, , , , ,52, ,50-64,45-64,"Some postgraduate or professional schooling, no postgraduate degree","$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Somewhat liberal,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Almost every time,Yes,CBA,No,Yes,No,CEFADB,No,No,No,No,No,No,Not at all concerned,Not at all concerned,Yes
70000284,839,1.5021,CA,A,Non-Center City (Metro),West,Pacific,Owned,"Single, living with a partner",Full-time,Four,Four, , , , ,38, ,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"$40,000 but less than $50,000",White Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Moderate,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone",United States,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Never, , , , , ,FA,No, , , , ,No,Not very concerned, ,Yes
70000285,839,.6711,WY,C,Center City (Metro),West,Mountain,Owned,Married,Full-time,Three,Two,None,One,None,Yes,39, ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Moderate,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,No,"5,1",About half the time,No,BAC,Yes,No,No,EFBCDA,Yes,No,No,No,No,Yes,Somewhat concerned,Somewhat concerned,No
70000286,839,.7722,CA,B,No metro status,West,Pacific,Owned,Married,Full-time,Two,Two, , , , ,58, ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,Republican/Democrat,An Independent,Democratic,Democrat/leans Democrat,d3 5-1 asked,Moderate,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Every time,Yes,BCA,No,No,No,BDCFEA,No,No,No,No,No,No,Not very concerned,Not too concerned,Yes
70000287,839,1.3957,AZ,B,Center City (Metro),West,Mountain,Owned,Married,Full-time,Two,Two, , , , ,67, ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"$75,000 but less than $100,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Somewhat liberal,Yes,Male,Nothing in particular,Cell Phone sample, ,"Yes, has a home telephone", ,200930, , , , ,No,Yes,"1,5",Never, , , , , ,FA,No, , , , ,Refused,Very concerned, ,Yes
70000288,839,1.7998,MT,C,Center City (Metro),West,Mountain,Owned,Separated,Part-time,Two,Two, , , , ,52, ,50-64,45-64,High school graduate (Grade 12 with diploma or GED certificate),Refused,White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 5-1 asked,Moderate,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Never, , , , , ,FA,No, , , , ,No,Very concerned, ,Yes
70000290,839,.3889,CA,A,Non-Center City (Metro),West,Pacific,Owned,Divorced,Temporarily unemployed,One,One, , , , ,60, ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$25,000 but less than $30,000",White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 1-5 asked,Moderate,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone", ,200930,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , ,No,Yes,"1,5",Every time,Yes,B,"Not shown, selected Not Applicable at previous item",Not applicable/I have not used birth control during the pandemic,"Not shown, selected Not Applicable at previous item",FA,No, , , , ,No,Not at all concerned,Not at all concerned,Yes
70000291,839,1.2789,WA,B,Center City (Metro),West,Pacific,Owned,Married,Full-time,Three,Two,None,None,One,Yes,26, ,18-29,18-29,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Very liberal,Yes,Male,Agnostic,Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Every time,Yes,BAC,Yes,No,No,CEDAFB,No,No,No,No,No,No,Very concerned,Very concerned,Yes
70000292,839,1.9588,CA,B,Center City County (Metro),West,Pacific,Rented,"Single, living with a partner",Homemaker,Two,Two, , , , ,40, ,30-49,30-44,Less than high school (Grades 1-8 or no formal schooling),"$15,000 but less than $25,000",White Hispanic,Republican/Democrat,Don't know,Democratic,Democrat/leans Democrat,d3 1-5 asked,Moderate,No,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone",Another Country,200930,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , ,No,Yes,"5,1",Almost every time,No,ACB,No,No,No,FEADBC,No,No,No,No,No,No,Somewhat concerned,Not too concerned,Yes
70000295,839,.4397,CA,A,No metro status,West,Pacific,Owned,"Single, that is never married",Part-time,Three,Three, , , , ,36, ,30-49,30-44,Two year associate degree from a college or university,"Less than $15,000",White Non-Hispanic,Republican/Democrat,An Independent,Democratic,Democrat/leans Democrat,d3 5-1 asked,Very liberal,Yes,Female,Refused,Cell Phone sample, ,"Yes, has a home telephone", ,200930,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , ,No,Yes,"1,5",Every time,Yes,ABC,Yes,Yes,Yes,FDEBCA,Yes,No,No,No,No,No,Very concerned,Very concerned,Yes
70000297,839,.6308,NV,D,Non-Metro,West,Mountain,Owned,Married,Full-time,Two,Two, , , , ,61, ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 to under $150,000",White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 5-1 asked,Very conservative,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Never, , , , , ,FA,Yes, , , , ,No,Not at all concerned, ,Yes
70000299,839,1.0901,TX,A,Center City (Metro),South,West South Central,Owned,Married,Full-time,Six or more,Six or more,Five,None,None,Yes,50, ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",Other Race,Republican/Democrat,An Independent,Democratic,Democrat/leans Democrat,d3 1-5 asked,Very liberal,Yes,Female,Atheist,Cell Phone sample, ,"Yes, has a home telephone", ,200930,"Yes, covered by health insurance",Refused, , ,No,Yes,"1,5",Never, , , , , ,AF,No, , , , ,Not applicable,Not at all concerned, ,Yes
70000300,839,.6096,WA,A,Center City (Metro),West,Pacific,Rented,"Single, that is never married",Part-time,Two,One,One,None,None,Yes,38, ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$15,000 but less than $25,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Somewhat liberal,Yes,Male,Agnostic,Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , ,No,Yes,"1,5",Almost every time,Not applicable/Not having sex/No partner/Not using birth control, , , , ,AF,No, , , , ,No,Not very concerned,Not too concerned,No
70000301,839,.3555,CA,A,Suburban (Metro),West,Pacific,Owned,"Single, living with a partner",Full-time,Three,Two,None,None,One,Yes,31, ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",Black Hispanic,Republican/Democrat,An Independent,Republican,Republican/leans Republican,d3 1-5 asked,Moderate,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone",United States,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Yes,Yes,"5,1",Never, , , , , ,FA,No, , , , ,No,Not very concerned, ,No
70000302,839,.793,CA,B,Center City County (Metro),West,Pacific,Owned,Married,Full-time,Five,Four,One,None,None,Yes,54, ,50-64,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$200,000 to under $250,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Moderate,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,200930,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Never, , , , , ,FA,No, , , , ,No,Not at all concerned, ,Yes
70000303,839,1.302,OR,B,Suburban (Metro),West,Pacific,Owned,"Single, that is never married",Retired,One,One, , , , ,67, ,65+,65+,"Some college, no degree (includes community college)","Less than $15,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Somewhat conservative,No,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,200930, , , , ,Not applicable/Not having sex/No partner/Not able to get pregnant/get someone pregnant/respondent or partner is currentl,Yes,"1,5",Never, , , , , ,FA,No, , , , ,Not applicable,Not at all concerned, ,No
